;UserID;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;Combined_EmploymentItems;Num_EmploymentItems
5203;135737;['customer support technician', 'analyst', 'account executive'];['15-1232', '13-1111', '41-4012'];['15-12', '13-10', '41-40'];['15', '13', '41'];[('15-1232', '15-12', '15', 'customer support technician'), ('13-1111', '13-10', '13', 'analyst'), ('41-4012', '41-40', '41', 'account executive')];3
5204;135749;['sales', 'manager', 'mortgage broker', 'manager', 'finance representative'];['41-2031', '11-1021', '13-2072', '11-1021', '41-3031'];['41-20', '11-10', '13-20', '11-10', '41-30'];['41', '11', '13', '11', '41'];[('41-2031', '41-20', '41', 'sales'), ('11-1021', '11-10', '11', 'manager'), ('13-2072', '13-20', '13', 'mortgage broker'), ('11-1021', '11-10', '11', 'manager'), ('41-3031', '41-30', '41', 'finance representative')];5
5205;135754;['medical claims processor appeals disputes coordinator', 'medical claims processor', 'virtual medical claims processor', 'medicare appeals adjuster'];['43-9041', '43-9041', '43-9041', '43-4051'];['43-90', '43-90', '43-90', '43-40'];['43', '43', '43', '43'];[('43-9041', '43-90', '43', 'medical claims processor appeals disputes coordinator'), ('43-9041', '43-90', '43', 'medical claims processor'), ('43-9041', '43-90', '43', 'virtual medical claims processor'), ('43-4051', '43-40', '43', 'medicare appeals adjuster')];4
5206;135783;['billing processor member eligibility tpa', 'staffing coordinator', 'staffing coordinator', 'medical office receptionist'];['43-3031', '13-1071', '13-1071', '43-4171'];['43-30', '13-10', '13-10', '43-40'];['43', '13', '13', '43'];[('43-3031', '43-30', '43', 'billing processor member eligibility tpa'), ('13-1071', '13-10', '13', 'staffing coordinator'), ('13-1071', '13-10', '13', 'staffing coordinator'), ('43-4171', '43-40', '43', 'medical office receptionist')];4
5207;135804;['staff accountant', 'internal revenue officer', 'police dispatcher', 'office manager executive assistant'];['13-2011', '13-2081', '43-5031', '43-6011'];['13-20', '13-20', '43-50', '43-60'];['13', '13', '43', '43'];[('13-2011', '13-20', '13', 'staff accountant'), ('13-2081', '13-20', '13', 'internal revenue officer'), ('43-5031', '43-50', '43', 'police dispatcher'), ('43-6011', '43-60', '43', 'office manager executive assistant')];4
5208;135829;['lpn', 'lpn', 'lpn', 'lpn', 'lpn'];['29-2061', '29-2061', '29-2061', '29-2061', '29-2061'];['29-20', '29-20', '29-20', '29-20', '29-20'];['29', '29', '29', '29', '29'];[('29-2061', '29-20', '29', 'lpn'), ('29-2061', '29-20', '29', 'lpn'), ('29-2061', '29-20', '29', 'lpn'), ('29-2061', '29-20', '29', 'lpn'), ('29-2061', '29-20', '29', 'lpn')];5
5209;135845;['outside sales rep medical equipment cpap bipap machines hospitals', 'account executive', 'outside account executive', 'account representative', 'business development manager'];['41-4011', '41-4012', '41-4012', '41-4012', '11-2021'];['41-40', '41-40', '41-40', '41-40', '11-20'];['41', '41', '41', '41', '11'];[('41-4011', '41-40', '41', 'outside sales rep medical equipment cpap bipap machines hospitals'), ('41-4012', '41-40', '41', 'account executive'), ('41-4012', '41-40', '41', 'outside account executive'), ('41-4012', '41-40', '41', 'account representative'), ('11-2021', '11-20', '11', 'business development manager')];5
5210;135895;['director business development', 'contract administrator project engineer', 'project manager'];['11-2021', '15-1244', '13-1082'];['11-20', '15-12', '13-10'];['11', '15', '13'];[('11-2021', '11-20', '11', 'director business development'), ('15-1244', '15-12', '15', 'contract administrator project engineer'), ('13-1082', '13-10', '13', 'project manager')];3
5211;135906;['insurance representative', 'office manager billing coordinator', 'billing coordinator', 'office manager billing coordinator', 'insurance representative', 'patient service rep. ii', 'billing coordinator', 'insurance verification rep', 'health claims examiner'];['41-3021', '43-1011', '43-1011', '43-1011', '41-3021', '29-2099', '43-1011', '43-9041', '13-1031'];['41-30', '43-10', '43-10', '43-10', '41-30', '29-20', '43-10', '43-90', '13-10'];['41', '43', '43', '43', '41', '29', '43', '43', '13'];[('41-3021', '41-30', '41', 'insurance representative'), ('43-1011', '43-10', '43', 'office manager billing coordinator'), ('43-1011', '43-10', '43', 'billing coordinator'), ('43-1011', '43-10', '43', 'office manager billing coordinator'), ('41-3021', '41-30', '41', 'insurance representative'), ('29-2099', '29-20', '29', 'patient service rep. ii'), ('43-1011', '43-10', '43', 'billing coordinator'), ('43-9041', '43-90', '43', 'insurance verification rep'), ('13-1031', '13-10', '13', 'health claims examiner')];9
5212;135908;['sales consultant', 'administrative assistant', 'cashier', 'desk clerk receptionist', 'enumerator'];['41-2031', '43-6014', '41-2011', '43-4171', '43-4111'];['41-20', '43-60', '41-20', '43-40', '43-40'];['41', '43', '41', '43', '43'];[('41-2031', '41-20', '41', 'sales consultant'), ('43-6014', '43-60', '43', 'administrative assistant'), ('41-2011', '41-20', '41', 'cashier'), ('43-4171', '43-40', '43', 'desk clerk receptionist'), ('43-4111', '43-40', '43', 'enumerator')];5
5213;135936;['sales', 'programmer analyst iii', 'programmer analyst iii', 'sr programmer analyst', 'sr programmer analyst', 'sr programmer analyst'];['41-2031', '15-1211', '15-1211', '15-1211', '15-1211', '15-1211'];['41-20', '15-12', '15-12', '15-12', '15-12', '15-12'];['41', '15', '15', '15', '15', '15'];[('41-2031', '41-20', '41', 'sales'), ('15-1211', '15-12', '15', 'programmer analyst iii'), ('15-1211', '15-12', '15', 'programmer analyst iii'), ('15-1211', '15-12', '15', 'sr programmer analyst'), ('15-1211', '15-12', '15', 'sr programmer analyst'), ('15-1211', '15-12', '15', 'sr programmer analyst')];6
5214;135938;['certified diabetes educator', 'certified diabetes educator joslin center diabetes', 'clinical nutrition manager', 'director food nutrition services', 'clinical dietitian'];['21-1091', '21-1091', '11-9111', '11-9051', '29-1031'];['21-10', '21-10', '11-90', '11-90', '29-10'];['21', '21', '11', '11', '29'];[('21-1091', '21-10', '21', 'certified diabetes educator'), ('21-1091', '21-10', '21', 'certified diabetes educator joslin center diabetes'), ('11-9111', '11-90', '11', 'clinical nutrition manager'), ('11-9051', '11-90', '11', 'director food nutrition services'), ('29-1031', '29-10', '29', 'clinical dietitian')];5
5216;135952;['executive assistant', 'receptionist clerical', 'lead data survey analyst', 'information support analyst insight global temp', 'data analyst insight global temp', 'accounting assistant temp internship program'];['43-6011', '43-9061', '13-1161', '13-1161', '13-1161', '43-3031'];['43-60', '43-90', '13-10', '13-10', '13-10', '43-30'];['43', '43', '13', '13', '13', '43'];[('43-6011', '43-60', '43', 'executive assistant'), ('43-9061', '43-90', '43', 'receptionist clerical'), ('13-1161', '13-10', '13', 'lead data survey analyst'), ('13-1161', '13-10', '13', 'information support analyst insight global temp'), ('13-1161', '13-10', '13', 'data analyst insight global temp'), ('43-3031', '43-30', '43', 'accounting assistant temp internship program')];6
5218;136034;['purchasing buyer iii senior purchasing buyer', 'operations manager', 'purchasing buyer ii', 'buyer ii', 'business development manager'];['13-1023', '11-1021', '13-1023', '13-1023', '11-2021'];['13-10', '11-10', '13-10', '13-10', '11-20'];['13', '11', '13', '13', '11'];[('13-1023', '13-10', '13', 'purchasing buyer iii senior purchasing buyer'), ('11-1021', '11-10', '11', 'operations manager'), ('13-1023', '13-10', '13', 'purchasing buyer ii'), ('13-1023', '13-10', '13', 'buyer ii'), ('11-2021', '11-20', '11', 'business development manager')];5
5219;136066;['project engineer', 'project engineer', 'mechanical designer', 'mechanical designer'];['17-2112', '17-2112', '17-2141', '17-2141'];['17-20', '17-20', '17-20', '17-20'];['17', '17', '17', '17'];[('17-2112', '17-20', '17', 'project engineer'), ('17-2112', '17-20', '17', 'project engineer'), ('17-2141', '17-20', '17', 'mechanical designer'), ('17-2141', '17-20', '17', 'mechanical designer')];4
5220;136076;['store manager', 'store manager', 'assistant store manager', 'sales associate'];['11-1021', '11-1021', '41-1011', '41-2031'];['11-10', '11-10', '41-10', '41-20'];['11', '11', '41', '41'];[('11-1021', '11-10', '11', 'store manager'), ('11-1021', '11-10', '11', 'store manager'), ('41-1011', '41-10', '41', 'assistant store manager'), ('41-2031', '41-20', '41', 'sales associate')];4
5221;136080;['shuttle driver truck driver', 'driver', 'shuttle driver truck driver', 'road driver', 'truck driver', 'road driver', 'driver warehouse worker', 'road driver'];['53-3032', '53-3032', '53-3032', '53-3032', '53-3032', '53-3032', '53-7051', '53-3032'];['53-30', '53-30', '53-30', '53-30', '53-30', '53-30', '53-70', '53-30'];['53', '53', '53', '53', '53', '53', '53', '53'];[('53-3032', '53-30', '53', 'shuttle driver truck driver'), ('53-3032', '53-30', '53', 'driver'), ('53-3032', '53-30', '53', 'shuttle driver truck driver'), ('53-3032', '53-30', '53', 'road driver'), ('53-3032', '53-30', '53', 'truck driver'), ('53-3032', '53-30', '53', 'road driver'), ('53-7051', '53-70', '53', 'driver warehouse worker'), ('53-3032', '53-30', '53', 'road driver')];8
5222;136104;['information security analyst', 'sr programmer analyst', 'sr programmer analyst', 'sr analyst programmer', 'sr programmer analyst', 'sr analyst programmer', 'sr programmer analyst'];['15-1212', '15-1211', '15-1211', '15-1211', '15-1211', '15-1211', '15-1211'];['15-12', '15-12', '15-12', '15-12', '15-12', '15-12', '15-12'];['15', '15', '15', '15', '15', '15', '15'];[('15-1212', '15-12', '15', 'information security analyst'), ('15-1211', '15-12', '15', 'sr programmer analyst'), ('15-1211', '15-12', '15', 'sr programmer analyst'), ('15-1211', '15-12', '15', 'sr analyst programmer'), ('15-1211', '15-12', '15', 'sr programmer analyst'), ('15-1211', '15-12', '15', 'sr analyst programmer'), ('15-1211', '15-12', '15', 'sr programmer analyst')];7
5223;136129;['cashier', 'secretary'];['41-2011', '43-6014'];['41-20', '43-60'];['41', '43'];[('41-2011', '41-20', '41', 'cashier'), ('43-6014', '43-60', '43', 'secretary')];2
5224;136135;['maintenance mechanic', 'maintenance mechanic install', 'maintenance mechanic install', 'maintenance mechanic campbell soup', 'electrician maintenance mechanic'];['49-9071', '49-9041', '49-9041', '49-9071', '49-9071'];['49-90', '49-90', '49-90', '49-90', '49-90'];['49', '49', '49', '49', '49'];[('49-9071', '49-90', '49', 'maintenance mechanic'), ('49-9041', '49-90', '49', 'maintenance mechanic install'), ('49-9041', '49-90', '49', 'maintenance mechanic install'), ('49-9071', '49-90', '49', 'maintenance mechanic campbell soup'), ('49-9071', '49-90', '49', 'electrician maintenance mechanic')];5
5225;136159;['shop supervisor', 'shop supervisor', 'piping superintendent', 'welding superintendent', 'superintendent', 'production superintendent', 'supervisor', 'senior superintendent', 'coordinator welding hook supervisor'];['51-1011', '51-1011', '11-9021', '51-1011', '11-9021', '11-3051', '51-1011', '11-9021', '51-1011'];['51-10', '51-10', '11-90', '51-10', '11-90', '11-30', '51-10', '11-90', '51-10'];['51', '51', '11', '51', '11', '11', '51', '11', '51'];[('51-1011', '51-10', '51', 'shop supervisor'), ('51-1011', '51-10', '51', 'shop supervisor'), ('11-9021', '11-90', '11', 'piping superintendent'), ('51-1011', '51-10', '51', 'welding superintendent'), ('11-9021', '11-90', '11', 'superintendent'), ('11-3051', '11-30', '11', 'production superintendent'), ('51-1011', '51-10', '51', 'supervisor'), ('11-9021', '11-90', '11', 'senior superintendent'), ('51-1011', '51-10', '51', 'coordinator welding hook supervisor')];9
5226;136178;['radiologic technologist', 'radiologic technologist'];['29-2034', '29-2034'];['29-20', '29-20'];['29', '29'];[('29-2034', '29-20', '29', 'radiologic technologist'), ('29-2034', '29-20', '29', 'radiologic technologist')];2
5227;136197;['customer service representative', 'sales support representative', 'teller', 'customer service representative'];['43-4051', '41-4012', '43-3071', '43-4051'];['43-40', '41-40', '43-30', '43-40'];['43', '41', '43', '43'];[('43-4051', '43-40', '43', 'customer service representative'), ('41-4012', '41-40', '41', 'sales support representative'), ('43-3071', '43-30', '43', 'teller'), ('43-4051', '43-40', '43', 'customer service representative')];4
5228;136198;['customer service representative', 'senior sales representative', 'campaign manager'];['43-4051', '41-4012', '11-2011'];['43-40', '41-40', '11-20'];['43', '41', '11'];[('43-4051', '43-40', '43', 'customer service representative'), ('41-4012', '41-40', '41', 'senior sales representative'), ('11-2011', '11-20', '11', 'campaign manager')];3
5229;136214;['payroll administrator accounting', 'finance manager', 'payroll administrator accounting', 'payroll administrator'];['43-1011', '11-3031', '43-1011', '43-3051'];['43-10', '11-30', '43-10', '43-30'];['43', '11', '43', '43'];[('43-1011', '43-10', '43', 'payroll administrator accounting'), ('11-3031', '11-30', '11', 'finance manager'), ('43-1011', '43-10', '43', 'payroll administrator accounting'), ('43-3051', '43-30', '43', 'payroll administrator')];4
5230;136258;['administrative assistant', 'claims customer service representative', 'customer service representative'];['43-6014', '43-4051', '43-4051'];['43-60', '43-40', '43-40'];['43', '43', '43'];[('43-6014', '43-60', '43', 'administrative assistant'), ('43-4051', '43-40', '43', 'claims customer service representative'), ('43-4051', '43-40', '43', 'customer service representative')];3
5231;136281;['support specialist', 'field support specialist', 'network administrator dispatcher', 'help desk data technicians', 'network tech'];['15-1232', '15-1232', '15-1244', '15-1232', '15-1244'];['15-12', '15-12', '15-12', '15-12', '15-12'];['15', '15', '15', '15', '15'];[('15-1232', '15-12', '15', 'support specialist'), ('15-1232', '15-12', '15', 'field support specialist'), ('15-1244', '15-12', '15', 'network administrator dispatcher'), ('15-1232', '15-12', '15', 'help desk data technicians'), ('15-1244', '15-12', '15', 'network tech')];5
5232;136329;['accounting assistant desktop support', 'radioshack dba', 'assistant supervisor desktop support'];['43-3031', '15-1242', '43-6014'];['43-30', '15-12', '43-60'];['43', '15', '43'];[('43-3031', '43-30', '43', 'accounting assistant desktop support'), ('15-1242', '15-12', '15', 'radioshack dba'), ('43-6014', '43-60', '43', 'assistant supervisor desktop support')];3
