Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;JobTitle_token;JobTitle_token_Id
14138;132176;volunteer human resources;21-1093;21-10;21;volunteer human resources;[243, 33, 41]
14139;132177;health educator;21-1091;21-10;21;health educator;[73, 393]
14140;132177;billing representative;43-3021;43-30;43;billing representative;[84, 6]
14141;132177;billing supervisor;43-1011;43-10;43;billing supervisor;[84, 18]
14142;132188;general manager;11-1021;11-10;11;general manager;[32, 1]
14143;132188;store manager;11-1021;11-10;11;store manager;[39, 1]
14144;132188;department sales lead;41-1011;41-10;41;department sales lead;[83, 3, 37]
14145;132215;store manager;11-1021;11-10;11;store manager;[39, 1]
14146;132215;quality assurance inspector;51-9061;51-90;51;quality assurance inspector;[71, 167, 217]
14147;132223;consultant;13-1111;13-10;13;consultant;[21]
14148;132223;consultant;13-1111;13-10;13;consultant;[21]
14149;132223;desktop migration specialist;15-1232;15-12;15;desktop migration specialist;[126, 857, 7]
14150;132223;software support analyst;15-1232;15-12;15;software support analyst;[82, 17, 11]
14151;132223;desktop migration specialist;15-1232;15-12;15;desktop migration specialist;[126, 857, 7]
14152;132223;technical support research engineer ii;17-2141;17-20;17;technical support research engineer ii;[57, 17, 164, 22, 61]
14153;132223;customer support representative;43-4051;43-40;43;customer support representative;[5, 17, 6]
14154;132279;receptionist office assistant;43-9061;43-90;43;receptionist office assistant;[27, 8, 2]
14155;132279;secretary administrative assistant;43-6014;43-60;43;secretary administrative assistant;[46, 10, 2]
14156;132279;corporate receptionist;43-4171;43-40;43;corporate receptionist;[96, 27]
14157;132279;office assistant receptionist;43-9061;43-90;43;office assistant receptionist;[8, 2, 27]
14158;132279;customer service representative operations;43-4051;43-40;43;customer service representative operations;[5, 4, 6, 20]
14159;132279;waitress cashier;35-3031;35-30;35;waitress cashier;[178, 15]
14160;132295;web hosting administrator;15-1244;15-12;15;web hosting administrator;[156, 1649, 34]
14161;132295;computer repair help desk technician;15-1232;15-12;15;computer repair help desk technician;[76, 398, 117, 58, 24]
14162;132361;juvenile edp clerk;43-3031;43-30;43;juvenile edp clerk;[1569, 0, 13]
14163;132361;cashier;41-2011;41-20;41;cashier;[15]
14164;132387;quality manager;11-3051;11-30;11;quality manager;[71, 1]
14165;132387;quality engineer;17-2112;17-20;17;quality engineer;[71, 22]
14166;132387;credit collector;43-3011;43-30;43;credit collector;[111, 143]
14167;132398;manager;11-1021;11-10;11;manager;[1]
14168;132398;manager;11-1021;11-10;11;manager;[1]
14169;132398;manager;11-1021;11-10;11;manager;[1]
14170;132398;manager;11-1021;11-10;11;manager;[1]
14171;132409;service support leader;43-1011;43-10;43;service support leader;[4, 17, 109]
14172;132409;ltl shipping clerk shipping clerk general motors account;43-5071;43-50;43;ltl shipping clerk shipping clerk general motors account;[1650, 129, 13, 129, 13, 32, 0, 29]
14173;132410;compliance manager ii;11-9199;11-90;11;compliance manager ii;[249, 1, 61]
14174;132410;credit analyst commercial lending department;13-2041;13-20;13;credit analyst commercial lending department;[111, 11, 152, 629, 83]
14175;132410;credit analyst small business merchant service department;13-2041;13-20;13;credit analyst small business merchant service department;[111, 11, 483, 28, 657, 4, 83]
14176;132420;customer service rep office manager;43-1011;43-10;43;customer service rep office manager;[5, 4, 44, 8, 1]
14177;132420;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14178;132420;benefits enrollment coordinator;13-1141;13-10;13;benefits enrollment coordinator;[221, 348, 14]
14179;132420;p clerk;43-9061;43-90;43;p clerk;[631, 13]
14180;132420;word processing technician;43-9022;43-90;43;word processing technician;[606, 302, 24]
14181;132426;desk manager assistant membership coordinator;43-6014;43-60;43;desk manager assistant membership coordinator;[58, 1, 2, 561, 14]
14182;132426;store manager;11-1021;11-10;11;store manager;[39, 1]
14183;132426;student office worker;43-9061;43-90;43;student office worker;[190, 8, 68]
14184;132440;information technology director;11-3021;11-30;11;information technology director;[120, 170, 16]
14185;132440;staff analyst;15-1211;15-12;15;staff analyst;[52, 11]
14186;132440;senior consultant application software manager consultant;15-1211;15-12;15;senior consultant application software manager consultant;[12, 21, 240, 82, 1, 21]
14187;132440;senior consultant consultant;13-1111;13-10;13;senior consultant consultant;[12, 21, 21]
14188;132440;contract programmer;15-1251;15-12;15;contract programmer;[80, 104]
14189;132440;programmer supervisor employee;15-1251;15-12;15;programmer supervisor employee;[104, 18, 222]
14190;132456;software support rep;15-1232;15-12;15;software support rep;[82, 17, 44]
14191;132456;business analyst;13-1111;13-10;13;business analyst;[28, 11]
14192;132456;accounting administrator;43-1011;43-10;43;accounting administrator;[40, 34]
14193;132456;regional credit amp collections mgr;11-3031;11-30;11;regional credit amp collections mgr;[69, 111, 941, 138, 313]
14194;132463;admin clerical;43-6014;43-60;43;admin clerical;[199, 122]
14195;132463;associate support representative;43-4051;43-40;43;associate support representative;[9, 17, 6]
14196;132463;customer service associate;43-4051;43-40;43;customer service associate;[5, 4, 9]
14197;132463;customer service representative receptionist;43-4051;43-40;43;customer service representative receptionist;[5, 4, 6, 27]
14198;132484;inventory controller lead;43-5061;43-50;43;inventory controller lead;[90, 79, 37]
14199;132484;inside sales representative canvass manager;41-4012;41-40;41;inside sales representative canvass manager;[139, 3, 6, 0, 1]
14200;132484;internet advertising specialist;13-1161;13-10;13;internet advertising specialist;[328, 297, 7]
14201;132484;flooring consultant;41-2031;41-20;41;flooring consultant;[0, 21]
14202;132484;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
14203;132484;manager trainee;41-1011;41-10;41;manager trainee;[1, 262]
14204;132489;operations supervisor;51-1011;51-10;51;operations supervisor;[20, 18]
14205;132489;production supervisor;51-1011;51-10;51;production supervisor;[67, 18]
14206;132489;production supervisor;51-1011;51-10;51;production supervisor;[67, 18]
14207;132499;material handler production worker;53-7062;53-70;53;material handler production worker;[188, 187, 67, 68]
14208;132499;quality assurance manager;11-3051;11-30;11;quality assurance manager;[71, 167, 1]
14209;132499;warehouse manager;11-3071;11-30;11;warehouse manager;[62, 1]
14210;132503;letter carrier rca;43-5052;43-50;43;letter carrier rca;[0, 431, 0]
14211;132503;deliver driver deliver product;53-3033;53-30;53;deliver driver deliver product;[1651, 25, 1651, 107]
14212;132503;sales management training;41-1011;41-10;41;sales management training;[3, 60, 125]
14213;132503;bartender training;35-3011;35-30;35;bartender training;[149, 125]
14214;132503;sales associate increase;41-2031;41-20;41;sales associate increase;[3, 9, 1210]
14215;132530;home customer service representative;43-4051;43-40;43;home customer service representative;[100, 5, 4, 6]
14216;132530;customer assistant service lead nesting lead;43-1011;43-10;43;customer assistant service lead nesting lead;[5, 2, 4, 37, 0, 37]
14217;132530;home customer service representative;43-4051;43-40;43;home customer service representative;[100, 5, 4, 6]
14218;132530;rural carrier;43-5052;43-50;43;rural carrier;[1594, 431]
14219;132530;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14220;132591;manager partner;11-2021;11-20;11;manager partner;[1, 298]
14221;132591;finance manager;11-3031;11-30;11;finance manager;[93, 1]
14222;132591;sales fleet;41-4012;41-40;41;sales fleet;[3, 343]
14223;132591;manager;11-1021;11-10;11;manager;[1]
14224;132615;counter drive;35-3023;35-30;35;counter drive;[280, 680]
14225;132615;office assistant;43-6014;43-60;43;office assistant;[8, 2]
14226;132630;cps installer configuration tech;15-1232;15-12;15;cps installer configuration tech;[0, 360, 577, 135]
14227;132630;pc technician time occasional;15-1232;15-12;15;pc technician time occasional;[314, 24, 113, 1380]
14228;132630;help desk level support;15-1232;15-12;15;help desk level support;[117, 58, 225, 17]
14229;132630;mail carrier;43-5052;43-50;43;mail carrier;[287, 431]
14230;132630;casual postal clerk;43-5051;43-50;43;casual postal clerk;[0, 745, 13]
14231;132630;desktop support;15-1232;15-12;15;desktop support;[126, 17]
14232;132630;laptop security support;15-1232;15-12;15;laptop security support;[1058, 63, 17]
14233;132630;computer operator il;15-1299;15-12;15;computer operator il;[76, 38, 0]
14234;132657;store manager;11-1021;11-10;11;store manager;[39, 1]
14235;132657;general manager;11-1021;11-10;11;general manager;[32, 1]
14236;132657;store manager;11-1021;11-10;11;store manager;[39, 1]
14237;132657;store manager;11-1021;11-10;11;store manager;[39, 1]
14238;132657;regional field service manager;11-2022;11-20;11;regional field service manager;[69, 145, 4, 1]
14239;132660;director support services;11-3012;11-30;11;director support services;[16, 17, 47]
14240;132660;director software quality assurance;11-3051;11-30;11;director software quality assurance;[16, 82, 71, 167]
14241;132660;engineering manager;11-9041;11-90;11;engineering manager;[177, 1]
14242;132660;senior software engineer;15-1252;15-12;15;senior software engineer;[12, 82, 22]
14243;132660;senior software engineer;15-1252;15-12;15;senior software engineer;[12, 82, 22]
14244;132660;technical support lead;15-1232;15-12;15;technical support lead;[57, 17, 37]
14245;132711;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14246;132711;overnight stocker;53-7065;53-70;53;overnight stocker;[490, 204]
14247;132711;csr asst mgr;41-1011;41-10;41;csr asst mgr;[251, 168, 313]
14248;132750;executive national regional sales coordinator;11-2022;11-20;11;executive national regional sales coordinator;[19, 175, 69, 3, 14]
14249;132750;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
14250;132750;insurance agent;41-3021;41-30;41;insurance agent;[116, 49]
14251;132768;office manager;43-1011;43-10;43;office manager;[8, 1]
14252;132768;customer service;43-4051;43-40;43;customer service;[5, 4]
14253;132768;customer service;43-4051;43-40;43;customer service;[5, 4]
14254;132768;temp agent;41-3021;41-30;41;temp agent;[163, 49]
14255;132768;customer service administrative assistant;43-6014;43-60;43;customer service administrative assistant;[5, 4, 10, 2]
14256;132815;fraud analyst;13-2099;13-20;13;fraud analyst;[607, 11]
14257;132815;customer service sales home agent;41-3021;41-30;41;customer service sales home agent;[5, 4, 3, 100, 49]
14258;132815;counter help;35-3023;35-30;35;counter help;[280, 117]
14259;132815;operations coordinator;13-1199;13-10;13;operations coordinator;[20, 14]
14260;132822;account manager customer service;43-1011;43-10;43;account manager customer service;[29, 1, 5, 4]
14261;132822;sales assistant;41-2031;41-20;41;sales assistant;[3, 2]
14262;132857;lead accounting analyst;13-2011;13-20;13;lead accounting analyst;[37, 40, 11]
14263;132857;sr operations specialist;13-1199;13-10;13;sr operations specialist;[53, 20, 7]
14264;132868;retail customer service representative;43-4051;43-40;43;retail customer service representative;[78, 5, 4, 6]
14265;132868;temporary customer service representative;43-4051;43-40;43;temporary customer service representative;[157, 5, 4, 6]
14266;132868;teleservices representative;43-4051;43-40;43;teleservices representative;[944, 6]
14267;132868;temporary customer services representative;43-4051;43-40;43;temporary customer services representative;[157, 5, 47, 6]
14268;132868;information services representative;43-4051;43-40;43;information services representative;[120, 47, 6]
14269;132869;media consultant yellow book usa;41-3011;41-30;41;media consultant yellow book usa;[549, 21, 1652, 743, 737]
14270;132869;collection representative n. c. o. financial systems;43-3011;43-30;43;collection representative n. c. o. financial systems;[186, 6, 0, 0, 0, 43, 56]
14271;132869;senior account executive level;41-3091;41-30;41;senior account executive level;[12, 29, 19, 225]
14272;132884;technical support customer service;43-1011;43-10;43;technical support customer service;[57, 17, 5, 4]
14273;132884;customer service;43-4051;43-40;43;customer service;[5, 4]
14274;132884;sales customer service;41-2031;41-20;41;sales customer service;[3, 5, 4]
14275;132884;courier driver;53-3033;53-30;53;courier driver;[446, 25]
14276;132884;courier driver;53-3033;53-30;53;courier driver;[446, 25]
14277;132992;guest service representative;43-4051;43-40;43;guest service representative;[260, 4, 6]
14278;132992;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14279;132992;receptionist;43-4171;43-40;43;receptionist;[27]
14280;132998;office support services;43-9061;43-90;43;office support services;[8, 17, 47]
14281;132998;prepress management print production mailroom operations;51-1011;51-10;51;prepress management print production mailroom operations;[0, 60, 986, 67, 468, 20]
14282;132998;customer service center representative;43-4051;43-40;43;customer service center representative;[5, 4, 77, 6]
14283;132998;scanner data entry;43-9021;43-90;43;scanner data entry;[679, 45, 59]
14284;132998;customer service center representative;43-4051;43-40;43;customer service center representative;[5, 4, 77, 6]
