Id	MajorGroup	MinorGroup	DetailedOccupation	JobTitle_tokens	JobTitle_tokens_idx
7998	43	43-90	43-9061	area clerk	[146, 13]
7999	11	11-90	11-9051	food service officer dining facility	[162, 4, 42, 844, 233]
8000	11	11-20	11-2022	sales account manager	[3, 29, 1]
8001	11	11-10	11-1021	vice president branch manager	[50, 31, 106, 1]
8002	11	11-10	11-1021	operations multi unit general manager	[20, 580, 173, 32, 1]
8003	11	11-10	11-1021	multi unit operations product development	[580, 173, 20, 107, 54]
8004	41	41-30	41-3091	sales account executive customer care	[3, 29, 19, 5, 55]
8005	43	43-40	43-4051	customer sales support specialist customer care specialist	[5, 3, 17, 7, 5, 55, 7]
8006	51	51-10	51-1011	operations supervisor manager	[20, 18, 1]
8007	15	15-12	15-1299	sr computer operator electronics commerics specialist specialist	[53, 76, 38, 566, 0, 7, 7]
8008	11	11-90	11-9151	director member services	[16, 101, 47]
8009	43	43-50	43-5061	senior production expediter	[12, 67, 1611]
8010	43	43-30	43-3031	accounting specialist accounts payable clerk	[40, 7, 48, 85, 13]
8011	43	43-30	43-3031	general accounts payable clerk	[32, 48, 85, 13]
8012	43	43-30	43-3031	accounts receivable clerk accounts payable clerk	[48, 134, 13, 48, 85, 13]
8013	11	11-90	11-9141	bookkeeper accountant real estate property management division	[124, 36, 275, 282, 95, 60, 200]
8014	21	21-10	21-1093	housing coordinator	[765, 14]
8015	15	15-12	15-1241	network business analyst configuration manager	[70, 28, 11, 577, 1]
8016	15	15-12	15-1244	program coordinator systems administrator	[115, 14, 56, 34]
8017	43	43-60	43-6014	office support administrative assistant	[8, 17, 10, 2]
8018	35	35-30	35-3031	banquet server	[592, 65]
8019	49	49-90	49-9071	maintenance tech	[72, 135]
8020	49	49-90	49-9071	majntenance tech	[0, 135]
8021	43	43-90	43-9061	indexing clerk	[0, 13]
8022	43	43-30	43-3021	medical billing data entry clerk	[26, 84, 45, 59, 13]
8023	43	43-60	43-6014	escrow assistant general associate	[603, 2, 32, 9]
8024	53	53-70	53-7062	package handler time	[432, 187, 113]
8025	11	11-10	11-1021	center operations manager	[77, 20, 1]
8026	11	11-10	11-1011	new beginnings career development executive director founder	[242, 0, 447, 54, 19, 16, 366]
8027	43	43-10	43-1011	deposit services supervisor	[863, 47, 18]
8028	13	13-10	13-1071	regional recruiter	[69, 132]
8029	11	11-30	11-3121	staffing manager	[283, 1]
8030	43	43-10	43-1011	supervisor center	[18, 77]
8031	11	11-30	11-3051	account manager quality assurance	[29, 1, 71, 167]
8032	41	41-40	41-4012	account sales	[29, 3]
8033	11	11-10	11-1021	general manger northern illinois	[32, 273, 1626, 798]
8034	41	41-10	41-1011	end department manager customer service sales manager	[300, 83, 1, 5, 4, 3, 1]
8035	43	43-30	43-3031	bookkeeping	[582]
8036	43	43-40	43-4051	parts service advisor	[259, 4, 147]
8037	41	41-20	41-2022	parts sales associate	[259, 3, 9]
8038	43	43-50	43-5071	shipping receiving	[129, 119]
8039	43	43-30	43-3031	employee relations hr assistant ap ar assistant	[222, 198, 108, 2, 572, 703, 2]
8040	13	13-10	13-1071	recruiter specialist	[132, 7]
8041	21	21-10	21-1093	community outreach worker	[189, 381, 68]
8042	13	13-10	13-1151	trainer facilitators staff parents leaders	[110, 0, 52, 0, 0]
8043	21	21-10	21-1012	latino outreach programs coordinator counselor	[0, 381, 539, 14, 88]
8044	53	53-30	53-3033	daymanager delivery driver	[0, 172, 25]
8045	11	11-20	11-2022	sales area manager customer services	[3, 146, 1, 5, 47]
8046	13	13-10	13-1081	senior logistics engineer task lead	[12, 155, 22, 1513, 37]
8047	13	13-10	13-1081	senior logistics engineer	[12, 155, 22]
8048	15	15-12	15-1211	logistics systems analyst	[155, 56, 11]
8049	41	41-20	41-2011	cashier membership	[15, 561]
8050	29	29-20	29-2012	temp lab technician	[163, 232, 24]
8051	41	41-40	41-4012	travel account representative	[258, 29, 6]
8052	41	41-40	41-4012	fuel wholesaler	[1078, 0]
8053	41	41-40	41-4012	outside sales account management	[192, 3, 29, 60]
8054	29	29-20	29-2031	cardio graphic technician ekg	[0, 1589, 24, 840]
8055	29	29-20	29-2034	x ray technician	[1619, 0, 24]
8056	43	43-60	43-6013	clinical secretary	[161, 46]
8057	15	15-12	15-1252	sr oracle pl sql developer	[53, 376, 945, 411, 66]
8058	13	13-20	13-2054	gmi gelp risk analysis management ram	[0, 0, 448, 320, 60, 0]
8059	15	15-12	15-1211	sr pl sql programming analyst	[53, 945, 411, 638, 11]
8060	15	15-12	15-1252	sr oracle developer maintenance lead	[53, 376, 66, 72, 37]
8061	15	15-12	15-1211	pl sql developer support analyst	[945, 411, 66, 17, 11]
8062	15	15-12	15-1252	oracle pl sql developer	[376, 945, 411, 66]
8063	41	41-20	41-2031	automobile salesperson	[0, 347]
8064	21	21-10	21-1012	employment counselor work	[289, 88, 345]
8065	11	11-10	11-1011	vice president owner	[50, 31, 127]
8066	31	31-10	31-1131	cena patient care technician	[0, 98, 55, 24]
8067	11	11-90	11-9021	facility maintenance project manager contractor	[233, 72, 23, 1, 207]
8068	51	51-10	51-1011	manufacturing materials supervisor	[151, 220, 18]
8069	51	51-90	51-9199	utility operator	[1134, 38]
8070	53	53-70	53-7062	assembler material handler tester	[1108, 188, 187, 495]
8071	41	41-30	41-3011	marketing sales communications associate	[35, 3, 223, 9]
8072	43	43-50	43-5061	inventory planner production	[90, 193, 67]
8073	43	43-30	43-3031	accounts receivable collections data entry	[48, 134, 138, 45, 59]
8074	43	43-40	43-4051	center customer service rep	[77, 5, 4, 44]
8075	29	29-20	29-2061	lpn school nurse	[140, 194, 30]
8076	29	29-20	29-2061	lpn community internal medicine ent	[140, 189, 231, 1019, 0]
8077	43	43-40	43-4051	pharmacy service representative	[142, 4, 6]
8078	43	43-10	43-1011	beneficiary service team leader	[1584, 4, 75, 109]
8079	43	43-30	43-3071	travel teller member service representative	[258, 99, 101, 4, 6]
8080	31	31-10	31-1122	direct support personnesl	[284, 17, 0]
8081	21	21-10	21-1093	case technician	[114, 24]
8082	53	53-30	53-3032	class haz tanker	[306, 0, 1625]
8083	53	53-30	53-3032	class driver	[306, 25]
8084	53	53-30	53-3032	class driver w	[306, 25, 775]
8085	53	53-70	53-7065	backroom stocker	[0, 204]
8086	43	43-90	43-9061	kelrik reporting	[0, 330]
8087	29	29-20	29-2042	itm technician	[0, 24]
8088	43	43-40	43-4051	client service support	[158, 4, 17]
8089	43	43-10	43-1011	assistant supervisor branch representative	[2, 18, 106, 6]
8090	43	43-40	43-4051	customer satisfaction specialist ii	[5, 1175, 7, 61]
8091	11	11-20	11-2022	director executive vice president	[16, 19, 50, 31]
8092	11	11-30	11-3031	regional finance manager	[69, 93, 1]
8093	43	43-60	43-6013	appointment coordinator	[792, 14]
8094	29	29-20	29-2099	patient service specialist	[98, 4, 7]
8095	43	43-10	43-1011	mentor supervisor	[552, 18]
8096	21	21-10	21-1093	crisis parent aide	[862, 475, 131]
8097	11	11-10	11-1021	mcs management	[1668, 60]
8098	43	43-60	43-6014	administrative assistant courier	[10, 2, 446]
8099	15	15-12	15-1299	document management imaging assistant	[250, 60, 1132, 2]
8100	15	15-12	15-1244	senior systems admnistrator	[12, 56, 0]
8101	15	15-12	15-1244	wan engineer	[1172, 22]
8102	17	17-20	17-2072	rf telecommunications manager	[1018, 441, 1]
8103	41	41-20	41-2031	ladies shoes sales associate	[1330, 1537, 3, 9]
8104	41	41-20	41-2031	cashier layaway associate customer service associate	[15, 1139, 9, 5, 4, 9]
8105	51	51-10	51-1011	2nd shift shop supervisor sign builder	[502, 263, 304, 18, 0, 503]
8106	47	47-20	47-2111	journeyman electrician panel builder	[279, 148, 0, 503]
8107	47	47-20	47-2111	journeyman electrician new construction	[279, 148, 242, 154]
8108	47	47-20	47-2111	lead man electrician	[37, 776, 148]
8109	11	11-10	11-1021	operations schedule manager	[20, 1214, 1]
8110	11	11-90	11-9199	director straetgy sourcing legal compliance	[16, 0, 323, 118, 249]
8111	11	11-20	11-2021	senior category strategy manager	[12, 659, 400, 1]
8112	11	11-20	11-2021	category strategy manager	[659, 400, 1]
8113	11	11-10	11-1021	lead sales operations services	[37, 3, 20, 47]
8114	43	43-40	43-4051	medical customer service agent	[26, 5, 4, 49]
8115	29	29-20	29-2072	health information assistant health information management	[73, 120, 2, 73, 120, 60]
8116	43	43-90	43-9061	document management clerk	[250, 60, 13]
8117	21	21-10	21-1093	social service assistant	[195, 4, 2]
8118	41	41-40	41-4012	sales support specialist	[3, 17, 7]
8119	41	41-20	41-2031	sales customer service rep	[3, 5, 4, 44]
8120	13	13-10	13-1161	advertsising marketing consultant	[0, 35, 21]
8121	41	41-30	41-3011	account manager responsible selling yellow page advertising	[29, 1, 828, 1270, 1652, 1670, 297]
8122	41	41-30	41-3021	liberty national insurance sales rep sell	[0, 175, 116, 3, 44, 1119]
8123	29	29-10	29-1141	hospice care consultant	[396, 55, 21]
8124	11	11-20	11-2032	community relations manager	[189, 198, 1]
8125	11	11-20	11-2032	director community relations	[16, 189, 198]
8126	11	11-90	11-9141	property management leasing consultant admin	[95, 60, 424, 21, 199]
8127	43	43-40	43-4051	charge entering calls	[166, 1671, 1034]
8128	15	15-12	15-1232	bilingual help desk analyst	[322, 117, 58, 11]
8129	29	29-10	29-1171	certified nurse practitioner	[74, 30, 783]
8130	11	11-90	11-9021	vp construction	[203, 154]
8131	11	11-90	11-9021	field super vp construction	[145, 0, 203, 154]
8132	15	15-12	15-1232	technology desktop support	[170, 126, 17]
8133	15	15-12	15-1232	technology support	[170, 17]
8134	15	15-12	15-1244	desktop support computer systems engineer	[126, 17, 76, 56, 22]
8135	15	15-12	15-1232	technical projects desktop support	[57, 359, 126, 17]
8136	13	13-20	13-2099	escrow specialist	[603, 7]
8137	43	43-90	43-9022	policy typist	[655, 646]
8138	43	43-60	43-6012	legal typist	[118, 646]
8139	53	53-70	53-7062	film crew	[1562, 153]
8140	13	13-10	13-1051	project estimator internal project manager	[23, 299, 231, 23, 1]
8141	13	13-10	13-1051	project estimator manager	[23, 299, 1]
8142	41	41-10	41-1011	asst sales manager	[168, 3, 1]
8143	41	41-30	41-3031	sales manager financial advisor	[3, 1, 43, 147]
8144	35	35-30	35-3011	bartender banquets	[149, 1552]
8145	43	43-90	43-9061	r clerk	[485, 13]
8146	33	33-90	33-9032	security assistant time guard	[63, 2, 113, 165]
8147	43	43-40	43-4051	customer service representative warranty clerk	[5, 4, 6, 618, 13]
8148	43	43-40	43-4051	accounts receivable customer service representative	[48, 134, 5, 4, 6]
8149	15	15-12	15-1232	i.t integration specialist field representative	[455, 484, 7, 145, 6]
8150	15	15-12	15-1232	contract application support specialist duties responsibilities	[80, 240, 17, 7, 444, 1099]
8151	29	29-20	29-2072	records coordinator	[182, 14]
8152	43	43-60	43-6014	academic secretaries	[422, 0]
8153	43	43-60	43-6013	receptionist medical administrative assistant	[27, 26, 10, 2]
8154	43	43-10	43-1011	customer service office manager	[5, 4, 8, 1]
8155	43	43-10	43-1011	dispatch customer service manager	[492, 5, 4, 1]
8156	43	43-50	43-5032	hvac dispatcher	[354, 174]
8157	41	41-20	41-2031	sales associate beauty advisor	[3, 9, 1401, 147]
8158	43	43-10	43-1011	administrative accounting asst	[10, 40, 168]
8159	43	43-60	43-6014	administrative professional	[10, 226]
8160	41	41-20	41-2031	auto sales consultant	[309, 3, 21]
8161	11	11-90	11-9051	dining room manager	[844, 288, 1]
8162	53	53-30	53-3033	parcel delivery courier	[1208, 172, 446]
8163	43	43-30	43-3031	bank reconcilement clerk	[241, 1255, 13]
8164	29	29-20	29-2061	lpn charge nurse 11p 7a	[140, 166, 30, 0, 0]
8165	29	29-10	29-1141	health care quality consultant	[73, 55, 71, 21]
8166	29	29-10	29-1141	charge nurse temp tiime	[166, 30, 163, 0]
8167	15	15-12	15-1232	faculty student technical support specialist	[1579, 190, 57, 17, 7]
8168	15	15-12	15-1231	network consultant	[70, 21]
8169	15	15-12	15-1241	wireless network analyst	[585, 70, 11]
8170	15	15-12	15-1232	help desk analyst level ii	[117, 58, 11, 225, 61]
8171	41	41-40	41-4012	sales distribution	[3, 281]
8172	11	11-30	11-3061	manager cost reduction outsourcing	[1, 234, 0, 0]
8173	11	11-30	11-3061	director western hemisphere sourcing global sourcing procurement	[16, 508, 0, 323, 208, 323, 301]
8174	43	43-50	43-5061	maintenance clerk	[72, 13]
8175	43	43-40	43-4051	licensed health agent customer service rep	[136, 73, 49, 5, 4, 44]
8176	43	43-40	43-4051	inbound customer care	[386, 5, 55]
8177	43	43-40	43-4051	inbound customer service resolution specialist	[386, 5, 4, 656, 7]
8178	43	43-40	43-4051	customer service specialist optician	[5, 4, 7, 563]
8179	43	43-40	43-4051	customer service rep resolution specialist	[5, 4, 44, 656, 7]
8180	29	29-10	29-1141	rn behavioral health	[137, 516, 73]
8181	29	29-10	29-1141	supervisor charge nurse	[18, 166, 30]
8182	29	29-10	29-1141	legal nurse consultant	[118, 30, 21]
8183	49	49-90	49-9071	plumbing mechanic	[794, 171]
8184	47	47-20	47-2152	plumbing technician	[794, 24]
8185	25	25-20	25-2021	v installer bci school visual arts	[1126, 360, 0, 194, 902, 1169]
8186	15	15-12	15-1232	technical telephone system technician	[57, 518, 180, 24]
8187	49	49-90	49-9071	facilities assistant	[277, 2]
8188	43	43-40	43-4161	human resource help desk	[33, 150, 117, 58]
8189	43	43-30	43-3031	freight accounting data entry	[782, 40, 45, 59]
8190	49	49-90	49-9071	maintenance technicion	[72, 0]
8191	47	47-20	47-2211	metal fabacator	[601, 0]
8192	47	47-20	47-2211	metal fabricator	[601, 0]
8193	43	43-50	43-5071	outbound shipping associate	[710, 129, 9]
8194	11	11-90	11-9141	f c bookkeeper asst property manager	[1005, 812, 124, 168, 95, 1]
8195	31	31-10	31-1121	care giver deceased mother	[55, 1233, 0, 1657]
8196	21	21-10	21-1093	community volunteer	[189, 243]
8197	17	17-20	17-2112	senior quality engineer	[12, 71, 22]
8198	11	11-30	11-3051	senior manager quality assurance	[12, 1, 71, 167]
8199	51	51-10	51-1011	foreman manufacturing operations	[465, 151, 20]
8200	43	43-90	43-9022	word processor	[606, 112]
8201	11	11-90	11-9111	clinic nurse manager	[356, 30, 1]
8202	29	29-10	29-1141	prn staff nurse	[836, 52, 30]
8203	53	53-70	53-7051	forklift driver packer typing box selecting fish	[128, 25, 317, 1032, 689, 0, 0]
8204	53	53-70	53-7051	team leader forklift operator safety handler hazardous materials	[75, 109, 128, 38, 202, 187, 1279, 220]
8205	43	43-10	43-1011	customer service legal department	[5, 4, 118, 83]
8206	41	41-20	41-2031	retail service represtentaive	[78, 4, 0]
8207	43	43-10	43-1011	warranty coordinator	[618, 14]
8208	43	43-40	43-4171	secretary receptionist	[46, 27]
8209	15	15-12	15-1232	i.t field operations technician	[455, 145, 20, 24]
8210	15	15-12	15-1231	lan computer specialist	[633, 76, 7]
8211	53	53-70	53-7062	worker	[68]
8212	11	11-30	11-3071	associate director supply chain systems	[9, 16, 247, 380, 56]
8213	15	15-12	15-1211	senior systems application analyst	[12, 56, 240, 11]
8214	17	17-20	17-2011	senior aerospace	[12, 957]
8215	15	15-12	15-1299	technology project manager	[170, 23, 1]
8216	43	43-60	43-6011	executive assistant general manager	[19, 2, 32, 1]
8217	41	41-20	41-2031	express associate	[841, 9]
8218	43	43-40	43-4051	guest service associate	[260, 4, 9]
8219	11	11-10	11-1021	vice president operations sales	[50, 31, 20, 3]
8220	11	11-10	11-1021	plant manager sales	[184, 1, 3]
8221	43	43-40	43-4081	tour desk agent	[1217, 58, 49]
8222	13	13-20	13-2082	professional tax preparer	[226, 181, 342]
8223	43	43-40	43-4051	customer contact specialist	[5, 519, 7]
8224	51	51-10	51-1011	buyer planner inventory manager production supervisor	[105, 193, 90, 1, 67, 18]
8225	51	51-10	51-1011	night operations manager processing supervisor	[236, 20, 1, 302, 18]
8226	11	11-10	11-1021	operations manger production manager	[20, 273, 67, 1]
8227	13	13-20	13-2099	foreclosure loan document specialist ii	[663, 64, 250, 7, 61]
8228	43	43-90	43-9041	hazard insurance claims representative ii	[0, 116, 81, 6, 61]
8229	11	11-30	11-3012	administrative officer	[10, 42]
8230	43	43-40	43-4051	client services representative	[158, 47, 6]
8231	41	41-30	41-3021	registered life insurance agent	[94, 388, 116, 49]
8232	41	41-30	41-3031	registered representative securities	[94, 6, 963]
8233	43	43-40	43-4081	served chief desk agent walk	[773, 123, 58, 49, 1506]
8234	43	43-40	43-4051	dealer services representative	[628, 47, 6]
8235	41	41-20	41-2011	checker staff	[574, 52]
8236	17	17-20	17-2141	pro engineer designer	[604, 22, 176]
8237	41	41-40	41-4012	professional territory sales representative	[226, 141, 3, 6]
8238	43	43-60	43-6013	sr medical practice coordinator	[53, 26, 474, 14]
8239	21	21-10	21-1012	school counselor substitute teacher student	[194, 88, 438, 51, 190]
8240	43	43-40	43-4051	teleservices representative transcription	[944, 6, 0]
8241	41	41-10	41-1011	softlines footwear manger asst manager	[0, 0, 273, 168, 1]
8242	41	41-10	41-1011	sales support manager asst manager	[3, 17, 1, 168, 1]
8243	41	41-10	41-1011	department lead hardlines	[83, 37, 0]
8244	15	15-12	15-1231	network installation support technician	[70, 417, 17, 24]
8245	29	29-10	29-1141	rn circulator	[137, 0]
8246	29	29-10	29-1141	rn home care	[137, 100, 55]
8247	29	29-10	29-1141	rn medical staff associate	[137, 26, 52, 9]
8248	29	29-10	29-1141	rn staff nurse	[137, 52, 30]
8249	29	29-10	29-1141	rn charge nurse	[137, 166, 30]
8250	15	15-12	15-1232	help desk jr network admin	[117, 58, 467, 70, 199]
8251	51	51-10	51-1011	operations asst qa	[20, 168, 228]
8252	43	43-40	43-4161	human resources assistant work order organizer	[33, 41, 2, 345, 185, 1004]
8253	43	43-60	43-6014	administrative assistant assistant property manager	[10, 2, 2, 95, 1]
8254	13	13-10	13-1199	business development coordinator	[28, 54, 14]
8255	43	43-50	43-5032	service dispatcher	[4, 174]
8256	13	13-10	13-1031	inside property loss specialist	[139, 95, 292, 7]
